id;class;avg;sentence;particle;verb;unigrams;all;nounsabs;subjabs;objabs;subjcase;objcase;objanimacy;subjanimacy;casegovernment;advfreq;vfreq;pvfreq
1470;non-literal;5;'tema tegema praegu järjest karm ära nii et usa välisministeerium ei kobisema';ära;tegema;non-literal;2.57;5.17;0;0;nosubj;noobj;0;0;all;191640;650696;13828
1471;non-literal;5;'astuma tänav ligi ja paluma aitama mina tegema sakslane ära inglismaa saama ise hakkama';ära;tegema;non-literal;3.25;7.28;3.02;0;nom;noobj;0;yes;all;191640;650696;13828
1480;non-literal;4.33;'sada pulmakülaline meenutama kuidas karu jänes ära võtma';ära;võtma;non-literal;4.1;8.31;8.96;7.65;nom;gen;yes;yes;0;191640;350220;12339
1487;non-literal;4.33;'keskerakond pidama selline šõu peale nüüd hõõgvein jagama külm tahtma ära võtma';ära;võtma;non-literal;2.93;5.44;5.07;0;nom;noobj;0;no;0;191640;350220;12339
1489;non-literal;4.33;'miks pidama eesti reklaamitegija ühte hoidma';ühte;hoidma;non-literal;1.82;2.25;2.11;0;nom;noobj;0;yes;0;2304;82453;81
1490;non-literal;4.33;'poiss vaim olema väga hea tiim hoidma ühte';ühte;hoidma;non-literal;2.86;5.01;6.51;0;nom;noobj;0;yes;0;2304;82453;81
1491;non-literal;4.33;'eestlane hoidma rohkem ühte ja oskama kasutama mitteformaalne side oma siht saavutamine';ühte;hoidma;non-literal;2.57;3.88;5.74;0;nom;noobj;0;yes;0;2304;82453;81
1492;non-literal;4.33;'kõigest hoolimata hoidma sheppard pere ühte ja laskma raha käpp vahelt voolama';ühte;hoidma;non-literal;3.99;7.06;6.31;0;nom;noobj;0;yes;0;2304;82453;81
1493;non-literal;4.33;'küll aga eestlane minapilt ja see kas oskama hoidma kõik ühte';ühte;hoidma;non-literal;1.93;5.74;1.91;0;nom;noobj;0;yes;0;2304;82453;81
1494;non-literal;4.33;'see pere elama vaeselt aga tema hoidma väga ühte ja saama hakkama';ühte;hoidma;non-literal;2.27;6.31;3.27;0;nom;noobj;0;yes;0;2304;82453;81
1495;non-literal;4.33;'harry hulkur kes olema samane baarimees harryga william lane ja väike hugg hoidma väga tihedalt ühte';ühte;hoidma;non-literal;3.45;5.53;5.23;0;nom;noobj;0;yes;0;2304;82453;81
1496;non-literal;3.33;'kohtumine aeg andma pilt üle';üle;andma;non-literal;3.66;6.58;1.91;8.62;nom;nom;no;yes;0;145907;363473;13205
1497;non-literal;3.33;'kirjastaja olema üle andma ka 10 aasta tagasi alustatud graham swifti vesi maa eestindus';üle;andma;non-literal;4.34;5.78;0;5.04;nosubj;nom;no;0;all;145907;363473;13205
1498;non-literal;3.33;'auhind andma üle auma expo uus põrandamaailm suur kollane pidu käigus';üle;andma;non-literal;4.09;5.5;0;6.94;nosubj;nom;no;0;0;145907;363473;13205
1499;non-literal;3.33;'ainuüksi haabersti linnaosa valitsus andma kaitseministeerium üle 1000 korter';üle;andma;non-literal;5.87;5.87;3.82;8.4;nom;part;no;yes;all;145907;363473;13205
1500;non-literal;3.33;'haldur andma see aktsia maksuvaba firma stock development';üle;andma;non-literal;3.63;5.25;5.37;6.28;nom;nom;no;yes;all;145907;363473;13205
1501;non-literal;3.33;'ametialane juurdlus materjal andma üle lasnamäe politseijaoskond';üle;andma;non-literal;4.26;5.95;0;6.78;nosubj;nom;no;0;all;145907;363473;13205
1502;non-literal;3.33;'hiljem andma tõlk märge norralane üle';üle;andma;non-literal;4.17;6.47;6.63;6.83;nom;nom;no;yes;all;145907;363473;13205
1503;non-literal;3.67;'kriminaalasi uurimine andma üle tallinn majanduspolitsei';üle;andma;non-literal;3.23;3.81;0;2.29;nosubj;nom;no;0;all;145907;363473;13205
1504;non-literal;3.33;'kingitus saama üle andma söögisaal';üle;andma;non-literal;4.45;8.32;0;7.71;nosubj;nom;no;0;0;145907;363473;13205
1505;non-literal;3.33;'keblys lendama esimene lennuk new york ning andma kiri üle';üle;andma;non-literal;4.93;6.62;6.75;7.1;nom;nom;no;yes;0;145907;363473;13205
1506;non-literal;3.67;'tänaseks olema see üle andma riik';üle;andma;non-literal;2.31;4.99;0;2.13;nosubj;nom;no;0;all;145907;363473;13205
1507;non-literal;3.33;'pealtnägija väide andma väike tankija kaup vanem mees üle';üle;andma;non-literal;4.75;6.05;7.85;7.27;nom;gen;no;yes;all;145907;363473;13205
1508;non-literal;3.33;'taksojuht andma protestiavaldus eile üle tallinn volikogu keskerakondlane liige';üle;andma;non-literal;4.51;5.46;7.58;2.78;nom;gen;no;yes;all;145907;363473;13205
1509;non-literal;4;'poeg siivo ei võtma üle õitsev järg suurfirma';üle;võtma;non-literal;4.13;5.99;7.57;4.42;nom;part;no;yes;0;145907;350220;5806
1510;non-literal;4;'samamoodi võtma 1994 aasta ajaleht rahva hääl üle laar toonane soosik marek strandberg ja agu kivimägi';üle;võtma;non-literal;4.62;5.91;6.31;7.33;nom;gen;no;yes;0;145907;350220;5806
1511;non-literal;4.33;'üks tuttav väike laps väljendama oma tunne tänapäev multifilm üle võtma liigutus';üle;võtma;non-literal;3.71;3.95;0;0;nosubj;noobj;0;0;0;145907;350220;5806
1512;non-literal;4;'mina tulema ehitaja üle võtma paks tolm täis maja see eelnenud kursus olema kindlasti kohe vesi uhama hakkama';üle;võtma;non-literal;4.12;7.35;0;8.81;nosubj;nom;no;0;0;145907;350220;5806
1513;non-literal;4.33;'kahjuks võtma kunstikriitika oma hinnang sageli üle tavalistelt ajakirjanik populaarne ajaleht';üle;võtma;non-literal;2.66;4.5;2.03;1.39;nom;nom;no;no;0;145907;350220;5806
1514;non-literal;4.33;'see väärettekujutlus olema ka laps üle võtma';üle;võtma;non-literal;3.38;7.62;7.62;0;nom;gen;no;yes;0;145907;350220;5806
1515;non-literal;4;'kui hakkama üle võtma tkp filiaal investeerima tool tallinn pank aktsia kolm miljon kroon';üle;võtma;non-literal;4.6;6.35;0;4.07;nosubj;part;no;0;0;145907;350220;5806
1516;non-literal;4.33;'selle asemel et kõik üle võtma pidama tema ise kõikehaarav moderniseerimisstrateegia arendama';üle;võtma;non-literal;1.99;0;3.27;2.09;nom;part;no;yes;0;145907;350220;5806
1517;non-literal;3.67;'masin võtma pärast tootmine üle ka teenindussfäär';üle;võtma;non-literal;3.68;5.1;8.17;3.67;nom;gen;no;no;0;145907;350220;5806
1518;non-literal;4.33;'klubikultuur võtma hipikultuur üle see et seksuaalsus olema miski ühissuhtlus kuuluv';üle;võtma;non-literal;2.21;3.55;4.74;2.13;nom;gen;no;no;0;145907;350220;5806
1519;non-literal;4;'endine briti koloonia võtma vabanemine järel üle inglise parlamentarism';üle;võtma;non-literal;3.48;4.61;6.12;2.14;nom;gen;no;no;0;145907;350220;5806
1520;non-literal;4;'linn peal rääkima et kaukaaslane tahtma turg üle võtma';üle;võtma;non-literal;3.88;6.29;5.19;6.26;nom;part;no;yes;0;145907;350220;5806
1521;non-literal;3.33;'tema käima kunagine koht uuesti üle lootma et miski meenuma';üle;käima;non-literal;2.35;4.85;3.27;4.85;nom;part;no;yes;0;145907;190363;3380
1522;non-literal;4.33;'talv pidama iga autopesu järel tihend kuivatama ja vajalik möks üle käima';üle;käima;non-literal;4.04;6.97;0;6.28;nosubj;nom;no;0;kom;145907;190363;3380
1523;non-literal;4.33;'maratonirada olema treiler sisse sõitma ja rull üle käima mistõttu seal praegu suusatama ei saama';üle;käima;non-literal;3.64;7.51;0;6.76;nosubj;nom;no;0;kom;145907;190363;3380
1524;non-literal;5;'aga jõud ei käima enam üle iga-aastane ülevaatus minema maksma niisama palju kui kaks tuba korter remont';üle;käima;non-literal;3.41;5.24;1.48;0;nom;noobj;0;no;0;145907;190363;3380
1525;non-literal;4.33;'suvi käima tänav kaks kord kuu puhastusauto üle et linn tolm puhas hoidma';üle;käima;non-literal;4.8;6.17;0;7.82;nosubj;nom;no;0;kom;145907;190363;3380
1526;non-literal;4.67;'vandaalidelaine olema tallinn küll üle käima kuid muidu nii sõnakas poliitiline koorekiht vaikima';üle;käima;non-literal;2.44;5.73;0;0;nom;noobj;0;no;el;145907;190363;3380
1527;non-literal;3.67;'kui esimene paar laine üle käima olema selge et kaua mina niiviisi kinni hoidma ei jaksama';üle;käima;non-literal;2.88;7.55;7.55;0;nom;noobj;0;no;0;145907;190363;3380
1528;non-literal;3.67;'möödunud päev hirm ja kõhklus hakkama hajuma keegi hea mees olema kui luud üle käima';üle;käima;non-literal;3.13;4.66;7.31;0;nom;noobj;0;yes;kom;145907;190363;3380
1529;literal;1.33;'ja kuigi sealt käima üle kümme inimene päev ei vedelema kusagil ülearune männikäbi';üle;käima;non-literal;3.54;6.52;6.18;0;nom;noobj;0;yes;abl;145907;190363;3380
1530;non-literal;5;'pool ämber korraga sest rohkem ei käima jaks üle';üle;käima;non-literal;3.56;5.65;2.78;0;nom;noobj;0;no;0;145907;190363;3380
1531;non-literal;4.33;'kujutama nüüd ette mis tunne võima olema sipelgas heinamaa kui niiduk olema just üle käima';üle;käima;non-literal;2.89;8.19;8.03;0;nom;noobj;0;no;0;145907;190363;3380
1532;non-literal;4;'noor isamaalane ja eakas maasaadik võtma presidendimäng liiga tõsiselt ja kogenud savisaar mängima tema lihtsalt üle';üle;mängima;non-literal;2.96;4.48;5.99;3.27;nom;nom;yes;yes;0;145907;110354;1314
1533;non-literal;3.33;'vahepeal eksima mitu korral sööt ja lõpuminut ei suutma kuidagi üle mängima oskar tihe kaitse';üle;mängima;non-literal;3.02;5.41;0;4.25;nosubj;part;no;0;0;145907;110354;1314
1534;non-literal;3.33;'kõik teatrinäitleja mängima tema lihtsalt üle';üle;mängima;non-literal;3.24;6.23;6.23;0;nom;noobj;0;yes;el;145907;110354;1314
1535;non-literal;3.33;'teatrinäitleja kippuma film üle mängima mis tegema tema ekraan igav';üle;mängima;non-literal;4.73;7.16;6.23;0;nom;noobj;0;yes;0;145907;110354;1314
1536;non-literal;4;'ometigi mängima hallpea tema oma kirglikkus sarm ja dramatism üle';üle;mängima;non-literal;2.1;1.7;2.27;3.27;nom;nom;yes;yes;kom;145907;110354;1314
1537;non-literal;4.33;'teisipäev võima seiklushimu ning uus kogemus saamine soov mõistuspärane alalhoidlikkus aga üle mängima';üle;mängima;non-literal;2.09;2.05;1.39;0.98;nom;gen;no;no;0;145907;110354;1314
1538;non-literal;3.67;'lisa mängima martin padar varssav turniir üle maailmameister ja olümpiavõitja nastula';üle;mängima;non-literal;4.36;4.95;5.31;3.7;nom;gen;yes;yes;0;145907;110354;1314
1539;non-literal;3.33;'mitu teos osa mängima orkester oma taga paiknev koor üle';üle;mängima;non-literal;4.14;7.26;8.43;0;nom;noobj;0;yes;el;145907;110354;1314
1540;non-literal;3.33;'lätlane olema mina peaaegu üle mängima';üle;mängima;non-literal;2.99;6.7;6.7;1.91;nom;part;yes;yes;0;145907;110354;1314
1541;non-literal;4.33;'vene maffia mängima boris lihtsalt üle';üle;mängima;non-literal;3.67;4.71;4.99;4.68;nom;gen;yes;yes;0;145907;110354;1314
1542;non-literal;4;'samas ei pingutama tema põhjalikkus üle vaid säilitama algus lõpp jutustamishoog';üle;pingutama;non-literal;1.88;1.67;3.27;0;nom;noobj;0;yes;kom;145907;7800;1252
1543;non-literal;3.33;'juhendaja dikteerima intensiivne treening pingutama praegune tervis arvestama üle';üle;pingutama;non-literal;3.23;4.91;1.91;0;nom;noobj;0;yes;0;145907;7800;1252
1544;non-literal;4;'folk helimees pingutama mina jaoks mitu kord nii tugevus kui bass üle';üle;pingutama;non-literal;3.18;5.25;7.63;0;nom;noobj;0;yes;kom;145907;7800;1252
1545;non-literal;4.33;'vseviov soovima hea kuid pingutama üle ning tegema pigem karuteene';üle;pingutama;non-literal;1.81;2.58;3.47;0;nom;noobj;0;yes;0;145907;7800;1252
1546;non-literal;4.33;'see võima järeldama et infoühiskond ei maksma üle pingutama sarnaselt nõukogulik industrialiseerimine';üle;pingutama;non-literal;1.72;1.91;0;0;nosubj;noobj;0;0;kom;145907;7800;1252
1547;non-literal;4.33;'lühike lause oma kangelane primitiivsus kirjeldama pingutama tema ilmselgelt üle';üle;pingutama;non-literal;2.74;3.7;3.27;0;nom;noobj;0;yes;0;145907;7800;1252
1548;non-literal;3.67;'pärast tugev laager üritama ka omapäi sama vaim edasi rassima ja pingutama mõnikord üle';üle;pingutama;non-literal;2.44;4.02;1.91;0;nom;noobj;0;yes;0;145907;7800;1252
1549;non-literal;4.33;'noorushullus pingutama üle möödunud suvi olema nagu painajalik unenägu';üle;pingutama;non-literal;2.27;3.46;1.91;0;nom;noobj;0;yes;0;145907;7800;1252
1550;non-literal;4;'raamat keeleline toimetaja olema siinkirjutaja arvates kohati üle pingutama';üle;pingutama;non-literal;3.11;5.56;6.65;0;nom;noobj;0;yes;0;145907;7800;1252
1551;non-literal;4.33;'on galerii kus pingutama protsent üle';üle;pingutama;non-literal;2.96;5.36;0;0;nosubj;noobj;0;0;kom;145907;7800;1252
1552;non-literal;3.67;'liha võtmine ei tasuma üle pingutama pidev lihatoitlemine võima sama hull olema kui pidev taimetoitlemine';üle;pingutama;non-literal;2.28;5.35;0;0;nosubj;noobj;0;0;kom;145907;7800;1252
1553;non-literal;4.33;'ruumikas euroopa pingutama jaapanlane natukene üle';üle;pingutama;non-literal;3.02;4.21;5.62;0;nom;noobj;0;yes;0;145907;7800;1252
1554;non-literal;4;'algus pingutama tarmo surumine veidike üle ning artikkel esimene versioon kõlama kui joodik elulugu';üle;pingutama;non-literal;3.47;4.28;5.68;0;nom;noobj;0;yes;kom;145907;7800;1252
1555;non-literal;4.33;'kõik pakk lugema üle kaks kord';üle;lugema;non-literal;4.57;5.36;0;8.49;nosubj;nom;no;0;0;145907;71800;1318
1558;non-literal;4.33;'raha lugema üle maksma kähku arve ja siis arutama kas miski elu püsimine ka jääma';üle;lugema;non-literal;2.85;4.5;0;7.52;nosubj;nom;no;0;0;145907;71800;1318
1560;non-literal;4.33;'enne veski toppimine lugema rahatäht üle ja augustama spetsiaalne masin';üle;lugema;non-literal;5.45;8.04;0;9.08;nosubj;nom;no;0;0;145907;71800;1318
1564;non-literal;4.33;'kuna see ei saama üle lugemaa olema võimalik ka tema üle arve pidama';üle;lugema;non-literal;2.5;6.12;0;2.13;nosubj;part;no;0;0;145907;71800;1318
1565;non-literal;4.33;'reisija hakkama üle lugema';üle;lugema;non-literal;4.28;7.78;0;7.78;nosubj;part;yes;0;0;145907;71800;1318
1567;non-literal;5;'see jutustus tegevus olema võimalik üle tooma tänapäev eesti';üle;tooma;non-literal;2.36;2.97;0;2.87;nosubj;part;no;0;ill;145907;156620;1169
1568;literal;1.33;'seni käima lätlane nelja-viis mustikaämber ja üritama see ühekaupa üle tooma';üle;tooma;non-literal;2.99;6.7;6.7;2.13;nom;part;no;yes;0;145907;156620;1169
1569;non-literal;4.33;'olema looma keskkond kuhu välisettevõtja oma tootmine hea meel üle tooma';üle;tooma;non-literal;2.52;3.32;3.21;3.48;nom;part;no;yes;ill;145907;156620;1169
1570;non-literal;4.33;'töökoht ei lubama üle tooma';üle;tooma;non-literal;2.81;6.18;0;6.18;nosubj;part;no;0;0;145907;156620;1169
1571;non-literal;4.33;'tasapisi tooma kogu tootmine uus ruum üle';üle;tooma;non-literal;2.98;4.56;0;3.48;nosubj;nom;no;0;ill;145907;156620;1169
1572;non-literal;4.33;'teet tooma üle selline tingimus et tema kohtuasi ringi ei vaatama';üle;tooma;non-literal;2.8;3.45;0;5.38;nosubj;nom;yes;0;0;145907;156620;1169
1573;non-literal;4.33;'riia plaanima üle tooma terve tootmisliin et vene turg jaoks väikebuss ehitama';üle;tooma;non-literal;4.06;6.49;0;7.99;nosubj;nom;no;0;ill;145907;156620;1169
1574;non-literal;4.33;'nüüd käsitlema ka piirivalve vene veider makett mänguasi see võima üle tooma täpselt nagu veepüstol';üle;tooma;non-literal;3.61;7.17;0;2.13;nosubj;part;no;0;0;145907;156620;1169
1575;non-literal;4.67;'algupärand neljakümnendad aasta kairo olema sündmustik üle tooma tänapäeva mexico';üle;tooma;non-literal;3.87;4.42;0;2.5;nosubj;nom;no;0;ill;145907;156620;1169
1576;non-literal;4.33;'seltskond tegutsema siia üle tooma endine maailmanäitus veinipaviljon';üle;tooma;non-literal;3.25;5.46;0;0;nosubj;noobj;0;0;ill;145907;156620;1169
1577;non-literal;4.33;'tema suurim unistus olema polikliinik juba sügis haigla ruum üle tooma';üle;tooma;non-literal;3.6;5.37;0;6.61;nosubj;nom;no;0;ill;145907;156620;1169
1578;non-literal;4.33;'esimene etapp olema tegema vangla olema üle tooma';üle;tooma;non-literal;3.01;5.95;0;6.88;nosubj;nom;no;0;0;145907;156620;1169
1579;non-literal;5;'viimane aeg ehitus kohta tallinn ütlema sillaste et olema väga hea arhitekt aga vahel kippuma mõni veidi üle pakkuma';üle;pakkuma;non-literal;2.84;5.68;3.01;0;nom;noobj;0;yes;0;145907;111459;728
1582;non-literal;5;'nüganen ei pakkuma üle liigutus tema plastika olema napp kuid kui vaja väga väljendusrikas';üle;pakkuma;non-literal;2.53;5.22;6.26;0;nom;noobj;0;yes;kom;145907;111459;728
1584;non-literal;4.33;'võib-olla olema hind üle pakkuma';üle;pakkuma;non-literal;2.75;5.89;0;0;nosubj;noobj;0;0;kom;145907;111459;728
1585;non-literal;5;'lipuke pakkuma üldiselt üle';üle;pakkuma;non-literal;3.27;8.21;0;0;nosubj;noobj;0;0;kom;145907;111459;728
1586;non-literal;5;'nüüdne olema selguma et see hirm olema üle pakkuma';üle;pakkuma;non-literal;1.71;1.04;0;0;nosubj;noobj;0;0;0;145907;111459;728
1588;non-literal;4;'ning kust tulema see kes pärast firma ja riigiasutus võistlema ja palganumber üle pakkuma';üle;pakkuma;non-literal;2.52;4.7;5.84;2.18;nom;part;no;yes;0;145907;111459;728
1589;non-literal;4;'kes olema siis see hansameister kes konkurent lõtv ranne kahekordselt üle pakkuma';üle;pakkuma;non-literal;2.66;5.27;1.42;2.84;nom;gen;yes;yes;0;145907;111459;728
1590;non-literal;5;'artikkel olema tõsiselt üle pakkuma';üle;pakkuma;non-literal;2.69;6.53;0;0;nosubj;noobj;0;0;0;145907;111459;728
1603;non-literal;5;'kes trumpama tulevik üle enelin meius omaaegne efektne aastavahetsupidu lillepaviljon';üle;trumpama;non-literal;3.39;4.68;1.42;5.66;nom;nom;no;yes;0;145907;591;476
1604;non-literal;5;'reformierakond ja keskerakond võima üksteise üle trumpama lennukas maksureform eelnõu';üle;trumpama;non-literal;2.66;3.97;4.8;6.51;nom;part;yes;yes;kom;145907;591;476
1605;non-literal;5;'üksteise üle trumpama hakkama kummardama lääs poole';üle;trumpama;non-literal;3.17;4.15;0;6.51;nosubj;part;yes;0;0;145907;591;476
1606;non-literal;5;'varasem seriaal tahtma üle trumpama fantaasia dialoog vaimukus ja huumor';üle;trumpama;non-literal;2.3;2.68;0;6.52;nosubj;nom;no;0;kom;145907;591;476
1607;non-literal;5;'üksteise üritama üle trumpama ka laenuintress alandamine';üle;trumpama;non-literal;3.19;2.92;0;6.51;nosubj;part;yes;0;0;145907;591;476
1608;non-literal;5;'äripäev peatoimetaja igor rõtov trumpama üle me levime austraalia välja';üle;trumpama;non-literal;4.58;6.32;5.93;0;nom;noobj;0;yes;0;145907;591;476
1609;non-literal;5;'tema lihtsalt trumpama kõik teine kosmeetikatööstus olija oma töö üle';üle;trumpama;non-literal;3.31;5.12;3.27;5.77;nom;nom;yes;yes;kom;145907;591;476
1610;non-literal;5;'tarvitsema mina aga tallinn veidi ringi sõitma ja me nägema et üks villa trumpama teine üle';üle;trumpama;non-literal;3.34;7.13;8.16;4.49;nom;part;no;no;0;145907;591;476
1611;non-literal;5;'piim hind langema umbes kuu aeg tagasi kui piimatootja proovima üksteise üle trumpama madal hind';üle;trumpama;non-literal;4.08;6.21;7.38;6.51;nom;part;yes;yes;kom;145907;591;476
1612;non-literal;5;'kuidas kiitja üle trumpama või laitja nina pihta andma';üle;trumpama;non-literal;3.43;3.97;0;1.87;nosubj;part;yes;0;0;145907;591;476
1613;non-literal;5;'ka moekunst olema kunagi naine valdkond kuni tulema mees ja naine üle trumpama';üle;trumpama;non-literal;3.58;5.98;7.31;7.5;nom;nom;yes;yes;0;145907;591;476
1614;literal;2;'kuna reisima olema pagasipiirang siis arvestama see ja kaaluma kindlasti kott enne minek tulek üle';üle;kaaluma;non-literal;2.37;8.17;3.02;8.17;nom;nom;no;yes;0;145907;21242;350
1615;literal;2;'holland porgand kaaluma üle koos pakend ja arvestama pakend hind sisse nii et ostja pidama 80 sent rohkem maksma';üle;kaaluma;non-literal;4.02;7.03;0;8.89;nosubj;nom;no;0;0;145907;21242;350
1619;non-literal;4.33;'aeg-ajalt olema kasulik känd otsa maha istuma ja asi uuesti üle kaaluma';üle;kaaluma;non-literal;3.3;6.09;0;3.59;nosubj;nom;no;0;0;145907;21242;350
1620;non-literal;4.67;'see libisema memuaariraamat kerge ebamugavustunne ja teatud tüdimus üle';üle;libisema;non-literal;2.64;2.79;0;0;nosubj;noobj;0;0;el;145907;3892;226
1621;non-literal;4.67;'kaljuste libisema taas elegantselt raha üle ja kiitma oma meeskond ning sponsor';üle;libisema;non-literal;3.58;6.07;6.21;0;nom;noobj;0;yes;el;145907;3892;226
1622;non-literal;4.67;'nancy puhul libisema press samuti nagu muuseas üle muusika ning keskenduma see kasin muu';üle;libisema;non-literal;3.52;6.59;6.21;0;nom;noobj;0;yes;el;145907;3892;226
1623;non-literal;4.67;'tema libisema konfliktivabalt üle olemuslik küsimus';üle;libisema;non-literal;3.24;2.54;3.27;0;nom;noobj;0;yes;el;145907;3892;226
1624;non-literal;4.67;'arvama et see mitte välja tegema lihtsalt sujuvalt järgmine osavõtja peale üle libisema ja hiljem poiss seletama';üle;libisema;non-literal;2.6;6.18;0;0;nosubj;noobj;0;0;0;145907;3892;226
1625;non-literal;4.67;'tollal täitma ankeet libisema lepp oma pastoriharidus ja amet üle';üle;libisema;non-literal;4.25;6.87;7.89;0;nom;noobj;0;yes;el;145907;3892;226
1626;non-literal;4.67;'see vasturääkivus libisema enamasti lihtsalt üle';üle;libisema;non-literal;2.33;1.4;0;0;nosubj;noobj;0;0;el;145907;3892;226
1627;non-literal;3.33;'mõni pea lõikama ära aga ega ka tema kes vikat üle libisema eriline koostöö lootma olema';üle;libisema;non-literal;2.72;5.18;7.71;0;nom;noobj;0;no;el;145907;3892;226
1628;non-literal;4.67;'väike liigüheülbalisus varjund libisema kohati üle ise ei varjutama põhimulje';üle;libisema;non-literal;2.61;2.81;2.81;0;nom;noobj;0;no;0;145907;3892;226
1629;non-literal;4.67;'sündmustik rulluma lahti pikkamisi ja laisalt palju asi emotsioon tunne libisema vaikima üle';üle;libisema;non-literal;2.67;2.15;0;0;nosubj;noobj;0;0;el;145907;3892;226
1630;non-literal;4.67;'putin libisema jutt oma isa minevik hooletult üle';üle;libisema;non-literal;3.57;4.15;4.41;0;nom;noobj;0;yes;el;145907;3892;226
1631;non-literal;4.67;'kõik mure olema nüüd kõrvaline ja see libisema kiirustades üle';üle;libisema;non-literal;2.21;1.24;0;0;nosubj;noobj;0;0;el;145907;3892;226
1632;non-literal;4;'hollandlane pier sienema lugu ükskõikne eestlane silm hommikusöögilaud aga üle ei libisema';üle;libisema;non-literal;4.48;5.81;5.24;0;nom;noobj;0;no;el;145907;3892;226
1638;literal;2;'see lihtsustamine kastma tema mõni sekund kuum vesi ja uhtuma siis külm üle nii eemalduma koor paremini';üle;uhtuma;non-literal;3.8;5.44;3.02;3.27;nom;nom;no;yes;kom;145907;853;16
1639;non-literal;5;'natalja mäletama aga teistsugune jezhov hella isa kes uhtuma tütar kink üle ning mängima tema õhtuti';üle;uhtuma;non-literal;3.93;6.75;1.42;8.29;nom;gen;yes;yes;kom;145907;853;16
1640;literal;2;'uhtuma puhastatud kala pealt ja seest vesi üle';üle;uhtuma;non-literal;4.76;8.38;3.02;8.5;nom;nom;no;yes;kom;145907;853;16
1641;non-literal;4.33;'kui sinna veel üks lusikatäis lisama hakkama iga poolt üle ajama';üle;ajama;non-literal;3.1;7.89;0;0;nosubj;noobj;0;0;0;145907;50395;395
1642;non-literal;4.33;'jõgi olema täis ja raba ajama üle';üle;ajama;non-literal;4.29;7.87;7.42;0;nom;noobj;0;no;0;145907;50395;395
1643;non-literal;4.33;'ka hakkama postkast varem või hiljem üle ajama kui sealt leht välja ei võtma';üle;ajama;non-literal;3.4;8.15;8.36;0;nom;noobj;0;no;0;145907;50395;395
1644;non-literal;4.67;'kui maa ajama üle teenus ja kaup hakkama vaheldus otsima alternatiiv';üle;ajama;non-literal;3.23;4.37;5.43;0;nom;noobj;0;no;0;145907;50395;395
1645;non-literal;4.33;'õieti suunama must vesi kraav mis siis vihmaperiood üle ajama ja õu põlvekõrguselt üle ujutama';üle;ajama;non-literal;4.07;6.66;1.14;0;nom;noobj;0;no;0;145907;50395;395
1646;non-literal;4.33;'pälson mäletama veel nädalavahetus peldik kus prügikast ajama üle hügieenitarvik ja kasutatud wc-paber';üle;ajama;non-literal;4.47;7.86;8.84;0;nom;noobj;0;no;0;145907;50395;395
1647;non-literal;4.33;'tuhala looduskaitseala nädalavahetus üle ajama hakkama nõiakaev purskama sekund kuni sada liiter vesi ja kutsuma kokku kümme tuhat uudistaja';üle;ajama;literal;4.81;6.74;0;0;nosubj;noobj;0;0;0;145907;50395;395
1648;non-literal;4.67;'siin ei tulema kaugelt otsima miks see diil üles võtma';üles;võtma;non-literal;2.9;5.01;0;0;nosubj;noobj;0;0;0;70433;350220;3332
1649;non-literal;4.67;'rootsi prokuratuur olema nüüd kurd laps afäär üles võtma ja otsima isik kes võima asi valgus tooma';üles;võtma;non-literal;3.39;4.73;4.09;1.75;nom;gen;no;yes;0;70433;350220;3332
1650;literal;1.67;'põrand tulema üles võtma ja vaatama mis olukord olema tala ja pinnas põrand all';üles;võtma;literal;4.15;6.74;0;8.44;nosubj;nom;no;0;0;70433;350220;3332
1651;literal;1.33;'võtma jaanipäev kõik oma värske kartul üles';üles;võtma;non-literal;4.88;7.37;1.91;8.62;nom;gen;no;yes;0;70433;350220;3332
1652;non-literal;5;'istuma juht taga ning võtma kaamera õlg üles kaader hommikune tipptund';üles;võtma;non-literal;6;7.78;3.27;7.91;nom;nom;no;yes;0;70433;350220;3332
1653;non-literal;5;'politseikoer võtma kurjategija jälg üles kuid taksoröövel olema siiani tabama';üles;võtma;non-literal;3.32;5.15;7.45;1.97;nom;nom;no;yes;0;70433;350220;3332
1654;literal;0;'põrand põlvili sünnitama ise võtma oma laps üles ja kobima voodi';üles;võtma;non-literal;4.85;8.2;1.91;7.62;nom;gen;yes;yes;0;70433;350220;3332
1655;non-literal;4.33;'riigi teaduspreemia saamine ei tulema palm üllatus tema kandidatuur seadma üles ülikool keemiaosakond';üles;seadma;non-literal;3.86;4.33;5.54;2.5;nom;gen;no;yes;0;70433;35629;2808
1656;non-literal;3.33;'sedin näitama kelder tühi tuba kuhu lähiajal seadma üles piljardilaud';üles;seadma;non-literal;5.09;6.41;0;7.84;nosubj;nom;no;0;0;70433;35629;2808
1657;non-literal;5;'probleem võima ka nii üles seadma mis olema hea ja mis olema halb';üles;seadma;non-literal;1.97;2.19;0;2.19;nosubj;gen;no;0;0;70433;35629;2808
1658;non-literal;3.33;'staadion juurde olema üles seadma noor atraktsioon';üles;seadma;non-literal;4.66;6.92;0;8.38;nosubj;nom;no;0;0;70433;35629;2808
1659;non-literal;3.33;'mina pealt lõikama kasu politsei kes pajupõõsas oma elektroonika üles olema seadma ja püüdlikult rikkumine registreerima';üles;seadma;non-literal;3.16;5.41;1.42;7.23;nom;gen;no;yes;0;70433;35629;2808
